price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
7343000.0,10555.625,4.0,1.0,2,1,0,1,0,0,1.0,1,1
7140000.0,6000.0,3.0,1.0,2,1,1,0,0,0,1.0,0,1
7070000.0,8880.0,2.0,1.0,1,1,0,0,0,1,1.0,0,1
7070000.0,6240.0,4.0,1.0,2,1,0,0,0,1,1.0,0,2
7035000.0,6360.0,4.0,1.0,3,1,0,0,0,1,2.0,1,2
7000000.0,10555.625,3.0,1.0,1,1,0,1,0,1,1.0,1,2
6930000.0,8880.0,3.0,1.0,2,1,0,1,0,1,1.0,0,2
6930000.0,10555.625,2.0,1.0,1,1,0,1,1,0,1.0,0,2
6895000.0,7700.0,3.0,1.0,1,1,0,0,0,0,2.0,0,0
6860000.0,6000.0,3.0,1.0,1,1,0,0,0,1,1.0,0,2
6790000.0,10555.625,4.0,1.0,2,1,0,0,0,0,2.0,1,2
6790000.0,4000.0,3.0,1.0,2,1,0,1,0,1,0.0,1,1
6650000.0,4040.0,3.0,1.0,2,1,0,1,1,0,1.0,0,2
6650000.0,4260.0,4.0,1.0,2,1,0,0,1,0,0.0,0,1
6650000.0,6420.0,3.0,1.0,3,1,0,0,0,1,0.0,1,2
6650000.0,6500.0,3.0,1.0,3,1,0,0,0,1,0.0,1,2
6650000.0,5700.0,3.0,1.0,1,1,1,1,0,1,2.0,1,2
6650000.0,6000.0,3.0,1.0,3,1,1,0,0,1,0.0,0,2
6629000.0,6000.0,3.0,1.0,2,1,0,0,1,0,1.0,1,1
6615000.0,4000.0,3.0,1.0,2,1,0,1,0,1,1.0,0,1
6615000.0,10500.0,3.0,1.0,1,1,0,1,0,1,1.0,1,2
6510000.0,3760.0,3.0,1.0,2,1,0,0,1,0,2.0,0,1
6510000.0,8250.0,3.0,1.0,3,1,0,0,0,1,0.0,0,2
6510000.0,6670.0,3.0,1.0,3,1,0,1,0,0,0.0,1,0
6475000.0,3960.0,3.0,1.0,1,1,0,1,0,0,2.0,0,1
6475000.0,7410.0,3.0,1.0,1,1,1,1,0,1,2.0,1,0
6440000.0,8580.0,4.5,1.0,2,1,0,0,0,0,2.0,0,2
6440000.0,5000.0,3.0,1.0,2,1,0,0,0,1,0.0,0,1
6419000.0,6750.0,2.0,1.0,1,1,1,1,0,0,2.0,1,2
6300000.0,7200.0,3.0,1.0,1,1,0,1,0,1,2.5,0,1
6300000.0,4100.0,3.0,1.0,3,1,0,0,0,1,2.0,0,1
6300000.0,9000.0,3.0,1.0,1,1,0,1,0,0,1.0,1,2
6300000.0,6400.0,3.0,1.0,1,1,1,1,0,1,1.0,1,1
6293000.0,6600.0,3.0,1.0,3,1,0,0,0,1,0.0,1,0
6265000.0,6000.0,4.0,1.0,3,1,1,1,0,0,0.0,1,0
6230000.0,6600.0,3.0,1.0,1,1,0,1,0,1,0.0,1,0
6230000.0,5500.0,3.0,1.0,3,1,0,0,0,0,1.0,1,0
6195000.0,6350.0,3.0,1.0,3,1,1,0,0,1,0.0,0,2
6195000.0,5500.0,3.0,1.0,1,1,1,1,0,0,2.0,1,2
6160000.0,5450.0,4.0,1.0,1,1,0,1,0,1,0.0,1,1
6125000.0,6420.0,3.0,1.0,3,1,0,1,0,0,0.0,1,0
6107500.0,3240.0,4.0,1.0,3,1,0,0,0,0,1.0,0,1
6090000.0,6615.0,4.0,1.0,2,1,1,0,1,0,1.0,0,1
6090000.0,6600.0,3.0,1.0,1,1,1,1,0,0,2.0,1,1
6090000.0,8372.0,3.0,1.0,3,1,0,0,0,1,2.0,0,0
6083000.0,4300.0,4.5,1.0,2,1,0,0,0,0,0.0,0,2
6083000.0,9620.0,3.0,1.0,1,1,0,1,0,0,2.0,1,2
6020000.0,6800.0,2.0,1.0,1,1,1,1,0,0,2.0,0,2
6020000.0,8000.0,3.0,1.0,1,1,1,1,0,1,2.0,1,1
6020000.0,6900.0,3.0,1.0,1,1,1,1,0,0,0.0,1,0
5950000.0,3700.0,4.0,1.0,2,1,1,0,0,1,0.0,0,2
5950000.0,6420.0,3.0,1.0,1,1,0,1,0,1,0.0,1,2
5950000.0,7020.0,3.0,1.0,1,1,0,1,0,1,2.0,1,1
5950000.0,6540.0,3.0,1.0,1,1,1,1,0,0,2.0,1,2
5950000.0,7231.0,3.0,1.0,2,1,1,1,0,1,0.0,1,1
5950000.0,6254.0,4.0,1.0,1,1,0,1,0,0,1.0,1,1
5950000.0,7320.0,4.0,1.0,2,1,0,0,0,0,0.0,0,2
5943000.0,10555.625,3.0,1.0,1,1,0,0,0,1,2.0,0,1
5880000.0,7160.0,3.0,1.0,1,1,0,1,0,0,2.0,1,0
5880000.0,6500.0,3.0,1.0,3,1,0,0,0,1,0.0,0,0
5873000.0,5500.0,3.0,1.0,3,1,1,0,0,1,1.0,0,2
5873000.0,10555.625,3.0,1.0,3,1,0,0,0,0,2.0,1,1
5866000.0,4800.0,3.0,1.0,1,1,1,1,0,0,0.0,0,0
5810000.0,5200.0,3.0,1.0,3,1,0,0,0,1,0.0,0,1
5810000.0,4800.0,3.0,1.0,3,1,0,0,0,1,0.0,0,0
5803000.0,7000.0,3.0,1.0,1,1,0,1,0,0,2.0,1,1
5740000.0,5400.0,4.0,1.0,2,1,0,0,0,1,2.0,0,0
5740000.0,4640.0,4.0,1.0,2,1,0,0,0,0,1.0,0,1
5740000.0,5000.0,3.0,1.0,3,1,0,0,0,1,0.0,0,1
5740000.0,6360.0,3.0,1.0,1,1,1,1,0,1,2.0,1,2
5652500.0,6660.0,4.0,1.0,2,1,1,1,0,0,1.0,1,1
5600000.0,10500.0,4.0,1.0,2,1,0,0,0,0,1.0,0,1
5600000.0,4800.0,4.5,1.0,3,0,0,1,1,0,0.0,0,0
5600000.0,4700.0,4.0,1.0,2,1,1,1,0,1,1.0,0,2
5600000.0,10500.0,2.0,1.0,1,1,0,0,0,0,1.0,0,1
5600000.0,5500.0,3.0,1.0,2,1,0,0,0,0,1.0,0,1
5600000.0,6360.0,3.0,1.0,3,1,0,0,0,0,0.0,1,1
5600000.0,6600.0,4.0,1.0,1,1,0,1,0,0,0.0,1,1
5600000.0,5136.0,3.0,1.0,2,1,1,1,0,1,0.0,1,0
5565000.0,4400.0,4.0,1.0,2,1,0,0,0,1,2.0,1,1
5565000.0,5400.0,4.5,1.0,2,1,1,1,0,1,0.0,1,2
5530000.0,3300.0,3.0,1.0,2,1,0,1,0,0,0.0,0,1
5530000.0,3650.0,3.0,1.0,2,1,0,0,0,0,2.0,0,1
5530000.0,6100.0,3.0,1.0,1,1,0,1,0,0,2.0,1,2
5523000.0,6900.0,3.0,1.0,1,1,1,1,0,0,0.0,1,1
5495000.0,2817.0,4.0,1.0,2,0,1,1,0,0,1.0,0,2
5495000.0,7980.0,3.0,1.0,1,1,0,0,0,0,2.0,0,1
5460000.0,3150.0,3.0,1.0,1,1,1,1,0,1,0.0,0,2
5460000.0,6100.0,3.0,1.0,3,1,1,0,0,1,0.0,1,1
5460000.0,6600.0,4.0,1.0,2,1,1,1,0,0,0.0,1,1
5425000.0,6825.0,3.0,1.0,1,1,1,1,0,1,0.0,1,1
5390000.0,6710.0,3.0,1.0,2,1,1,1,0,0,1.0,1,2
5383000.0,6450.0,3.0,1.0,1,1,1,1,1,0,0.0,0,0
5320000.0,7800.0,3.0,1.0,1,1,0,1,0,1,2.0,1,0
5285000.0,4600.0,2.0,1.0,1,1,0,0,0,1,2.0,0,1
5250000.0,4260.0,4.0,1.0,2,1,0,1,0,1,0.0,0,2
5250000.0,6540.0,4.0,1.0,2,0,0,0,0,1,0.0,0,1
5250000.0,5500.0,3.0,1.0,1,1,0,1,0,0,0.0,0,1
5250000.0,10269.0,3.0,1.0,1,1,0,0,0,0,1.0,1,1
5250000.0,8400.0,3.0,1.0,2,1,1,1,0,1,2.0,1,0
5250000.0,5300.0,4.0,1.0,1,1,0,0,0,1,0.0,1,0
5250000.0,3800.0,3.0,1.0,2,1,1,1,0,0,1.0,1,0
5250000.0,9800.0,4.0,1.0,2,1,1,0,0,0,2.0,0,1
5250000.0,8520.0,3.0,1.0,1,1,0,0,0,1,2.0,0,2
5243000.0,6050.0,3.0,1.0,1,1,0,1,0,0,0.0,1,1
5229000.0,7085.0,3.0,1.0,1,1,1,1,0,0,2.0,1,1
5215000.0,3180.0,3.0,1.0,2,1,0,0,0,0,2.0,0,1
5215000.0,4500.0,4.0,1.0,1,0,0,1,0,1,2.0,0,1
5215000.0,7200.0,3.0,1.0,2,1,1,1,0,0,1.0,1,2
5145000.0,3410.0,3.0,1.0,2,0,0,0,0,1,0.0,0,1
5145000.0,7980.0,3.0,1.0,1,1,0,0,0,0,1.0,1,1
5110000.0,3000.0,3.0,1.0,2,1,1,1,0,0,0.0,0,2
5110000.0,3000.0,3.0,1.0,2,1,0,1,0,0,0.0,0,0
5110000.0,10555.625,2.0,1.0,2,1,0,0,0,0,0.0,1,2
5110000.0,6100.0,3.0,1.0,1,1,0,1,0,1,0.0,1,1
5075000.0,5720.0,2.0,1.0,2,1,0,0,0,1,0.0,1,0
5040000.0,3540.0,2.0,1.0,1,0,1,1,0,0,0.0,0,1
5040000.0,7600.0,4.0,1.0,2,1,0,0,0,1,2.0,0,2
5040000.0,10555.625,3.0,1.0,2,1,1,1,0,0,0.0,0,1
5040000.0,6600.0,3.0,1.0,1,1,1,1,0,0,0.0,1,2
5033000.0,4800.0,2.0,1.0,1,1,1,1,0,0,0.0,0,1
5005000.0,8150.0,3.0,1.0,1,1,1,1,0,0,0.0,0,1
4970000.0,4410.0,4.0,1.0,2,1,0,1,0,0,2.0,0,1
4970000.0,7686.0,3.0,1.0,1,1,1,1,1,0,0.0,0,1
4956000.0,2800.0,3.0,1.0,2,0,0,1,0,1,1.0,0,1
4935000.0,5948.0,3.0,1.0,2,1,0,0,0,1,0.0,0,1
4907000.0,4200.0,3.0,1.0,2,1,0,0,0,0,1.0,0,2
4900000.0,4520.0,3.0,1.0,2,1,0,1,0,1,0.0,0,1
4900000.0,4095.0,3.0,1.0,2,0,1,1,0,1,0.0,0,1
4900000.0,4120.0,2.0,1.0,1,1,0,1,0,0,1.0,0,1
4900000.0,5400.0,4.0,1.0,2,1,0,0,0,0,0.0,0,1
4900000.0,4770.0,3.0,1.0,1,1,1,1,0,0,0.0,0,1
4900000.0,6300.0,3.0,1.0,1,1,0,0,0,1,2.0,0,1
4900000.0,5800.0,2.0,1.0,1,1,1,1,0,1,0.0,0,1
4900000.0,3000.0,3.0,1.0,2,1,0,1,0,1,0.0,0,1
4900000.0,2970.0,3.0,1.0,3,1,0,0,0,0,0.0,0,1
4900000.0,6720.0,3.0,1.0,1,1,0,0,0,0,0.0,0,0
4900000.0,4646.0,3.0,1.0,2,1,1,1,0,0,2.0,0,1
4900000.0,10555.625,3.0,1.0,1,1,0,0,0,0,2.0,0,2
4893000.0,3420.0,4.0,1.0,2,1,0,1,0,1,2.0,0,1
4893000.0,4995.0,4.0,1.0,1,1,0,1,0,0,0.0,0,1
4865000.0,4350.0,2.0,1.0,1,1,0,1,0,0,0.0,0,0
4830000.0,4160.0,3.0,1.0,3,1,0,0,0,0,0.0,0,0
4830000.0,6040.0,3.0,1.0,1,1,0,0,0,0,2.0,1,1
4830000.0,6862.0,3.0,1.0,2,1,0,0,0,1,2.0,1,2
4830000.0,4815.0,2.0,1.0,1,1,0,0,0,1,0.0,1,1
4795000.0,7000.0,3.0,1.0,2,1,0,1,0,0,0.0,0,0
4767000.0,3420.0,4.0,1.0,2,1,0,0,0,0,0.0,0,1
4760000.0,9166.0,2.0,1.0,1,1,0,1,0,1,2.0,0,1
4760000.0,6321.0,3.0,1.0,2,1,0,1,0,1,1.0,0,2
4760000.0,10240.0,2.0,1.0,1,1,0,0,0,1,2.0,1,0
4753000.0,6440.0,2.0,1.0,1,1,0,0,0,1,2.5,0,1
4690000.0,6000.0,2.0,1.0,1,1,0,1,0,1,1.0,0,2
4690000.0,3630.0,3.0,1.0,2,1,0,0,0,0,2.0,0,1
4690000.0,9667.0,4.0,1.0,2,1,1,1,0,0,1.0,0,1
4690000.0,5400.0,2.0,1.0,2,1,0,0,0,0,0.0,1,1
4690000.0,4320.0,3.0,1.0,1,1,0,0,0,0,0.0,1,1
4655000.0,3745.0,3.0,1.0,2,1,0,1,0,0,0.0,0,2
4620000.0,4160.0,3.0,1.0,1,1,1,1,0,1,0.0,0,0
4620000.0,3880.0,3.0,1.0,2,1,0,1,0,0,2.0,0,1
4620000.0,5680.0,3.0,1.0,2,1,1,0,0,1,1.0,0,1
4620000.0,2870.0,2.0,1.0,2,1,1,1,0,0,0.0,1,1
4620000.0,5010.0,3.0,1.0,2,1,0,1,0,0,0.0,0,1
4613000.0,4510.0,4.0,1.0,2,1,0,1,0,0,0.0,0,1
4585000.0,4000.0,3.0,1.0,2,1,0,0,0,0,1.0,0,2
4585000.0,3840.0,3.0,1.0,2,1,0,0,0,0,1.0,1,1
4550000.0,3760.0,3.0,1.0,1,1,0,0,0,0,2.0,0,1
4550000.0,3640.0,3.0,1.0,2,1,0,0,0,1,0.0,0,2
4550000.0,2550.0,3.0,1.0,2,1,0,1,0,0,0.0,0,2
4550000.0,5320.0,3.0,1.0,2,1,1,1,0,0,0.0,1,1
4550000.0,5360.0,3.0,1.0,2,1,0,0,0,0,2.0,1,0
4550000.0,3520.0,3.0,1.0,1,1,0,0,0,0,0.0,1,1
4543000.0,4100.0,2.0,1.0,1,1,1,1,0,0,0.0,0,1
4543000.0,4990.0,4.0,1.0,2,1,1,1,0,0,0.0,1,2
4515000.0,3510.0,3.0,1.0,3,1,0,0,0,0,0.0,0,1
4515000.0,3450.0,3.0,1.0,2,1,0,1,0,0,1.0,0,1
4515000.0,9860.0,3.0,1.0,1,1,0,0,0,0,0.0,0,1
4515000.0,3520.0,2.0,1.0,2,1,0,0,0,0,0.0,1,2
4480000.0,4510.0,4.0,1.0,2,1,0,0,0,1,2.0,0,1
4480000.0,5885.0,2.0,1.0,1,1,0,0,0,1,1.0,0,0
4480000.0,4000.0,3.0,1.0,2,1,0,0,0,0,2.0,0,2
4480000.0,8250.0,3.0,1.0,1,1,0,0,0,0,0.0,0,2
4480000.0,4040.0,3.0,1.0,2,1,0,0,0,0,1.0,0,1
4473000.0,6360.0,2.0,1.0,1,1,0,1,0,1,1.0,0,2
4473000.0,3162.0,3.0,1.0,2,1,0,0,0,1,1.0,0,2
4473000.0,3510.0,3.0,1.0,2,1,0,0,0,0,0.0,0,1
4445000.0,3750.0,2.0,1.0,1,1,1,1,0,0,0.0,0,1
4410000.0,3968.0,3.0,1.0,2,0,0,0,0,0,0.0,0,1
4410000.0,4900.0,2.0,1.0,2,1,0,1,0,0,0.0,0,1
4403000.0,2880.0,3.0,1.0,2,1,0,0,0,0,0.0,1,1
4403000.0,4880.0,3.0,1.0,1,1,0,0,0,0,2.0,1,0
4403000.0,4920.0,3.0,1.0,2,1,0,0,0,0,1.0,0,1
4382000.0,4950.0,4.0,1.0,2,1,0,0,0,1,0.0,0,1
4375000.0,3900.0,3.0,1.0,2,1,0,0,0,0,0.0,0,0
4340000.0,4500.0,3.0,1.0,3,1,0,0,1,0,1.0,0,2
4340000.0,1905.0,4.5,1.0,2,0,0,1,0,0,0.0,0,1
4340000.0,4075.0,3.0,1.0,1,1,1,1,0,0,2.0,0,1
4340000.0,3500.0,4.0,1.0,2,1,0,0,0,0,2.0,0,2
4340000.0,6450.0,4.0,1.0,2,1,0,0,0,0,0.0,0,1
4319000.0,4032.0,2.0,1.0,1,1,0,1,0,0,0.0,0,2
4305000.0,4400.0,2.0,1.0,1,1,0,0,0,0,1.0,0,1
4305000.0,10360.0,2.0,1.0,1,1,0,0,0,0,1.0,1,1
4277000.0,3400.0,3.0,1.0,2,1,0,1,0,0,2.0,1,1
4270000.0,6360.0,2.0,1.0,1,1,0,0,0,0,0.0,0,2
4270000.0,6360.0,2.0,1.0,2,1,0,0,0,0,0.0,0,0
4270000.0,4500.0,2.0,1.0,1,1,0,0,0,1,2.0,0,2
4270000.0,2175.0,3.0,1.0,2,0,1,1,0,1,0.0,0,0
4270000.0,4360.0,4.0,1.0,2,1,0,0,0,0,0.0,0,2
4270000.0,7770.0,2.0,1.0,1,1,0,0,0,0,1.0,0,2
4235000.0,6650.0,3.0,1.0,2,1,1,0,0,0,0.0,0,1
4235000.0,2787.0,3.0,1.0,1,1,0,1,0,0,0.0,1,2
4200000.0,5500.0,3.0,1.0,2,1,0,0,0,1,0.0,0,0
4200000.0,5040.0,3.0,1.0,2,1,0,1,0,1,0.0,0,0
4200000.0,5850.0,2.0,1.0,1,1,1,1,0,0,2.0,0,1
4200000.0,2610.0,4.0,1.0,2,0,0,0,0,0,0.0,0,1
4200000.0,2953.0,3.0,1.0,2,1,0,1,0,1,0.0,0,0
4200000.0,2747.0,4.0,1.0,2,0,0,0,0,0,0.0,0,1
4200000.0,4410.0,2.0,1.0,1,0,0,0,0,0,1.0,0,0
4200000.0,4000.0,4.0,1.0,2,0,0,0,0,0,0.0,0,1
4200000.0,2325.0,3.0,1.0,2,0,0,0,0,0,0.0,0,1
4200000.0,4600.0,3.0,1.0,2,1,0,0,0,1,1.0,0,1
4200000.0,3640.0,3.0,1.0,2,1,0,1,0,0,0.0,0,0
4200000.0,5800.0,3.0,1.0,1,1,0,0,1,0,2.0,0,1
4200000.0,7000.0,3.0,1.0,1,1,0,0,0,0,2.5,0,2
4200000.0,4079.0,3.0,1.0,3,1,0,0,0,0,0.0,0,1
4200000.0,3520.0,3.0,1.0,2,1,0,0,0,0,0.0,1,1
4200000.0,2145.0,3.0,1.0,3,1,0,0,0,0,1.0,1,0
4200000.0,4500.0,3.0,1.0,1,1,0,1,0,0,0.0,0,2
4193000.0,8250.0,3.0,1.0,1,1,0,1,0,0,2.5,0,1
4193000.0,3450.0,3.0,1.0,2,1,0,0,0,0,1.0,0,1
4165000.0,4840.0,3.0,1.0,2,1,0,0,0,0,1.0,0,1
4165000.0,4080.0,3.0,1.0,2,1,0,0,0,0,2.0,0,1
4165000.0,4046.0,3.0,1.0,2,1,0,1,0,0,1.0,0,1
4130000.0,4632.0,4.0,1.0,2,1,0,0,0,1,0.0,0,1
4130000.0,5985.0,3.0,1.0,1,1,0,1,0,0,0.0,0,1
4123000.0,6060.0,2.0,1.0,1,1,0,1,0,0,1.0,0,1
4098500.0,3600.0,3.0,1.0,1,1,0,1,0,1,0.0,1,2
4095000.0,3680.0,3.0,1.0,2,1,0,0,0,0,0.0,0,1
4095000.0,4040.0,2.0,1.0,2,1,0,0,0,0,1.0,0,1
4095000.0,5600.0,2.0,1.0,1,1,0,0,0,1,0.0,0,1
4060000.0,5900.0,4.0,1.0,2,0,0,1,0,0,1.0,0,0
4060000.0,4992.0,3.0,1.0,2,1,0,0,0,0,2.0,0,0
4060000.0,4340.0,3.0,1.0,1,1,0,0,0,0,0.0,0,1
4060000.0,3000.0,4.0,1.0,3,1,0,1,0,1,2.0,0,1
4060000.0,4320.0,3.0,1.0,2,1,0,0,0,0,2.0,1,2
4025000.0,3630.0,3.0,1.0,2,1,0,0,1,0,2.0,0,1
4025000.0,3460.0,3.0,1.0,1,1,0,1,0,1,1.0,0,2
4025000.0,5400.0,3.0,1.0,1,1,0,0,0,0,2.5,0,1
4007500.0,4500.0,3.0,1.0,2,0,0,1,0,1,0.0,0,1
4007500.0,3460.0,4.0,1.0,2,1,0,0,0,1,0.0,0,1
3990000.0,4100.0,4.0,1.0,1,0,0,1,0,0,0.0,0,0
3990000.0,6480.0,3.0,1.0,2,0,0,0,0,1,1.0,0,1
3990000.0,4500.0,3.0,1.0,2,0,0,1,0,1,0.0,0,1
3990000.0,3960.0,3.0,1.0,2,1,0,0,0,0,0.0,0,2
3990000.0,4050.0,2.0,1.0,2,1,1,1,0,0,0.0,1,0
3920000.0,7260.0,3.0,1.0,1,1,1,1,0,0,2.5,0,2
3920000.0,5500.0,4.0,1.0,2,1,1,1,0,0,0.0,0,1
3920000.0,3000.0,3.0,1.0,2,1,0,0,0,0,0.0,0,1
3920000.0,3290.0,2.0,1.0,1,1,0,0,1,0,1.0,0,2
3920000.0,3816.0,2.0,1.0,1,1,0,1,0,1,2.0,0,2
3920000.0,8080.0,3.0,1.0,1,1,0,0,0,1,2.0,0,1
3920000.0,2145.0,4.0,1.0,1,1,0,1,0,0,0.0,1,0
3885000.0,3780.0,2.0,1.0,2,1,1,1,0,0,0.0,0,1
3885000.0,3180.0,4.0,1.0,2,1,0,0,0,0,0.0,0,2
3850000.0,5300.0,4.5,1.0,2,1,0,0,0,0,0.0,0,1
3850000.0,3180.0,2.0,1.0,1,1,0,1,0,0,2.0,0,1
3850000.0,7152.0,3.0,1.0,2,1,0,0,0,1,0.0,0,2
3850000.0,4080.0,2.0,1.0,1,1,0,0,0,0,0.0,0,1
3850000.0,3850.0,2.0,1.0,1,1,0,0,0,0,0.0,0,1
3850000.0,2015.0,3.0,1.0,2,1,0,1,0,0,0.0,1,1
3850000.0,2176.0,2.0,1.0,2,1,1,0,0,0,0.0,1,1
3836000.0,3350.0,3.0,1.0,2,1,0,0,0,0,0.0,0,0
3815000.0,3150.0,2.0,1.0,1,0,0,1,0,0,0.0,0,1
3780000.0,4820.0,3.0,1.0,2,1,0,0,0,0,0.0,0,1
3780000.0,3420.0,2.0,1.0,2,1,0,0,1,0,1.0,0,1
3780000.0,3600.0,2.0,1.0,1,1,0,0,0,0,0.0,0,1
3780000.0,5830.0,2.0,1.0,1,1,0,0,0,0,2.0,0,0
3780000.0,2856.0,3.0,1.0,3,1,0,0,0,0,0.0,1,2
3780000.0,8400.0,2.0,1.0,1,1,0,0,0,0,1.0,0,2
3773000.0,8250.0,3.0,1.0,1,1,0,0,0,0,2.0,0,2
3773000.0,2520.0,4.5,1.0,1,0,0,1,0,1,1.0,0,2
3773000.0,6930.0,4.0,1.0,2,0,0,0,0,0,1.0,0,2
3745000.0,3480.0,2.0,1.0,1,1,0,0,0,0,0.0,1,1
3710000.0,3600.0,3.0,1.0,1,1,0,0,0,0,1.0,0,0
3710000.0,4040.0,2.0,1.0,1,1,0,0,0,0,0.0,0,1
3710000.0,6020.0,3.0,1.0,1,1,0,0,0,0,0.0,0,1
3710000.0,4050.0,2.0,1.0,1,1,0,0,0,0,0.0,0,2
3710000.0,3584.0,2.0,1.0,1,1,0,0,1,0,0.0,0,1
3703000.0,3120.0,3.0,1.0,2,0,0,1,1,0,0.0,0,1
3703000.0,5450.0,2.0,1.0,1,1,0,0,0,0,0.0,0,2
3675000.0,3630.0,2.0,1.0,1,1,0,1,0,0,0.0,0,2
3675000.0,3630.0,2.0,1.0,1,1,0,0,0,1,0.0,0,0
3675000.0,5640.0,2.0,1.0,1,0,0,0,0,0,0.0,0,1
3675000.0,3600.0,2.0,1.0,1,1,0,0,0,0,0.0,0,2
3640000.0,4280.0,2.0,1.0,1,1,0,0,0,1,2.0,0,1
3640000.0,3570.0,3.0,1.0,2,1,0,1,0,0,0.0,0,1
3640000.0,3180.0,3.0,1.0,2,0,0,1,0,0,0.0,0,1
3640000.0,3000.0,2.0,1.0,2,1,0,0,0,1,0.0,0,2
3640000.0,3520.0,2.0,1.0,1,1,0,1,0,0,0.0,0,1
3640000.0,5960.0,3.0,1.0,2,1,1,1,0,0,0.0,0,0
3640000.0,4130.0,3.0,1.0,2,1,0,0,0,0,2.0,0,1
3640000.0,2850.0,3.0,1.0,2,0,0,1,0,0,0.0,1,0
3640000.0,2275.0,3.0,1.0,3,1,0,0,1,1,0.0,1,1
3633000.0,3520.0,3.0,1.0,1,1,0,0,0,0,2.0,1,0
3605000.0,4500.0,2.0,1.0,1,1,0,0,0,0,0.0,0,1
3605000.0,4000.0,2.0,1.0,1,1,0,0,0,0,0.0,1,1
3570000.0,3150.0,3.0,1.0,2,1,0,1,0,0,0.0,0,2
3570000.0,4500.0,4.0,1.0,2,1,0,1,0,0,2.0,0,2
3570000.0,4500.0,2.0,1.0,1,0,0,0,0,0,0.0,0,2
3570000.0,3640.0,2.0,1.0,1,1,0,0,0,0,0.0,0,0
3535000.0,3850.0,3.0,1.0,1,1,0,0,0,0,2.0,0,0
3500000.0,4240.0,3.0,1.0,2,1,0,0,0,1,0.0,0,1
3500000.0,3650.0,3.0,1.0,2,1,0,0,0,0,0.0,0,0
3500000.0,4600.0,4.0,1.0,2,1,0,0,0,0,0.0,0,1
3500000.0,2135.0,3.0,1.0,2,0,0,0,0,0,0.0,0,0
3500000.0,3036.0,3.0,1.0,2,1,0,1,0,0,0.0,0,1
3500000.0,3990.0,3.0,1.0,2,1,0,0,0,0,0.0,0,1
3500000.0,7424.0,3.0,1.0,1,0,0,0,0,0,0.0,0,0
3500000.0,3480.0,3.0,1.0,1,0,0,0,0,1,0.0,0,0
3500000.0,3600.0,4.5,1.0,2,1,0,0,0,0,1.0,0,0
